ENT_FED,CULTIVO,DESCRIPCION,UP_TOTAL,UP_AGCA,TON_AGCA_CUL,UP_SEMILLA,TON_SEMILLA_CUL,UP_CONSFAM,TON_CONSFAM_CUL,UP_CONSANIM,TON_CONSANIM_CUL,UP_VENTA,TON_VENTA_CUL
00 NAL,,Estados Unidos Mexicanos,4629134.0,4366995.0,,2358814.0,,3010623.0,,1939601.0,,2576321.0,
00 NAL,Anuales,Anuales,,,,,,,,,,,
00 NAL,Algodón,Algodón,4666.0,4665.0,686092.3256,1977.0,120.9175925,6.0,0.357,1266.0,213.4574,4487.0,685757.5938
00 NAL,Amaranto,Amaranto,4532.0,4461.0,6265.1429,3281.0,118.4777148,1666.0,86.7632604,1235.0,25.5296,4231.0,6034.3723
00 NAL,Arroz,Arroz,2952.0,2950.0,172702.6519,1469.0,513.6529173,1628.0,361.1967443,989.0,133.2605,2272.0,171694.5416
00 NAL,Avena forrajera,Avena forrajera,104735.0,104735.0,6366167.3193,11151.0,6674.5507131,15349.0,1668.3839186,78308.0,3560170.5949,34989.0,2797653.7891
00 NAL,Brócoli,Brócoli,9030.0,8816.0,633487.3502,2758.0,405.7171999,3357.0,145.6764483,2874.0,735.5115,8357.0,632200.4447
00 NAL,Calabaza/calabacita,Calabaza/calabacita,148690.0,148369.0,697875.0836,90122.0,28266.5797031,102446.0,196073.4611269,18418.0,36187.2037,56346.0,437347.843
00 NAL,Cebada grano,Cebada grano,39692.0,39691.0,490878.4121,20730.0,8316.1250001,15808.0,609.3719829,22008.0,39905.2511,29460.0,442047.6643
00 NAL,Cebolla,Cebolla,14521.0,14190.0,1306797.2345,4835.0,1307.0402483,6090.0,854.746984,3084.0,364.0206,13279.0,1304271.4269
00 NAL,Chile,Chile,41336.0,40190.0,1960773.9741,17550.0,2836.6630013,22682.0,2036.3952833,2209.0,228.6836,32041.0,1955672.2318
00 NAL,Frijol,Frijol,613350.0,613345.0,967402.8296,428830.0,51041.8208369,506379.0,100349.3877221,87800.0,6569.0399,240563.0,809442.5889
00 NAL,Jitomate (Tomate rojo),Jitomate (Tomate rojo),22455.0,12507.0,1429938.5491,5153.0,1137.2064844,8276.0,1353.5152916,4035.0,1168.7768,11117.0,1426279.0502
00 NAL,Maíz forrajero,Maíz forrajero,135117.0,135117.0,20322627.287,22842.0,4487.946065,56600.0,39457.9930642,97674.0,11165964.4472,58805.0,9112716.9016
00 NAL,Maíz grano amarillo,Maíz grano amarillo,264623.0,264623.0,3476543.1261,189682.0,11074.4291903,218206.0,158632.5854368,132285.0,469746.7822,74845.0,2837089.3217
00 NAL,Maíz grano blanco,Maíz grano blanco,2407845.0,2407845.0,21926226.0479,1564137.0,92528.5851096,1984787.0,1669737.6384197,1143067.0,2218649.3613,979853.0,17945310.4565
00 NAL,Melón,Melón,4605.0,4581.0,472052.0291,1136.0,385.8479805,2170.0,5965.2261288,881.0,828.2049,3308.0,464872.7503
00 NAL,Papa,Papa,12498.0,12449.0,1695232.8303,8047.0,48533.1945482,8395.0,2869.4778475,2447.0,1277.3458,8373.0,1642552.8114
00 NAL,Sandía,Sandía,9972.0,9943.0,788213.0639,2953.0,756.5622008,5582.0,16310.1208082,1568.0,1251.0619,6718.0,769895.3204
00 NAL,Sorgo forrajero,Sorgo forrajero,46579.0,46578.0,5632253.9414,2676.0,10827.9525234,7960.0,860.7620377,33926.0,2908499.5613,16333.0,2712065.6653
00 NAL,Sorgo grano,Sorgo grano,107632.0,107632.0,4393718.8467,36504.0,4750.2497045,35208.0,2261.476834,54030.0,286922.1992,89939.0,4099784.9376
00 NAL,Soya,Soya,4691.0,4691.0,137524.7813,1258.0,914.1900302,1084.0,118.375592,1212.0,1252.907,4305.0,135239.3067
00 NAL,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),13673.0,13480.0,502513.037,3744.0,376.2241414,4872.0,369.859044,1287.0,1588.1537,11924.0,500178.8011
00 NAL,Trigo grano,Trigo grano,48731.0,48731.0,3123284.4735,26714.0,28980.2789331,24558.0,2564.3556375,22219.0,12938.2201,40926.0,3078801.6177
00 NAL,Perennes,Perennes,,,,,,,,,,,
00 NAL,Agave,Agave,75997.0,75800.0,2971469.4619,476.0,7550.1733562,628.0,5491.0941338,334.0,7390.7872,6036.0,2951037.4074
00 NAL,Aguacate,Aguacate,109178.0,108931.0,2484835.3486,16774.0,2841.3666007,34676.0,8543.7039434,16131.0,1038.8823,66042.0,2472411.3958
00 NAL,Alfalfa,Alfalfa,101219.0,101219.0,33654201.8324,1574.0,1806.4615128,31919.0,1617.8679762,76663.0,6087261.3847,63755.0,27563516.1182
00 NAL,Cacao,Cacao,55241.0,55200.0,29690.1565,9052.0,225.4945077,15391.0,653.3928875,7954.0,19.078,33039.0,28792.191
00 NAL,Café,Café,358575.0,358301.0,737490.8006,56719.0,6099.8737603,185465.0,23609.6451211,15442.0,302.3529,286140.0,707478.9187
00 NAL,Caña de azúcar,Caña de azúcar,200317.0,200317.0,59565348.7933,51168.0,298072.8085984,52392.0,14205.8994963,50132.0,85796.9536,191596.0,59167273.1324
00 NAL,Coco,Coco,38203.0,38185.0,399165.7995,9551.0,1673.8112138,12173.0,9750.2291514,8972.0,661.1564,27225.0,387080.6029
00 NAL,Espárrago,Espárrago,1342.0,1331.0,334781.8261,219.0,3.7974331,225.0,13.029395,3.0,1.849,1247.0,334763.1502
00 NAL,Fresa,Fresa,5791.0,4559.0,429040.6761,72.0,210.0743168,2593.0,116.7270742,1854.0,89.7115,4312.0,428624.163
00 NAL,Guayaba,Guayaba,25594.0,25438.0,270778.2354,621.0,883.6844954,5055.0,1689.241545,2475.0,891.6865,8912.0,267313.6232
00 NAL,Limón,Limón,151619.0,151188.0,3234927.2384,13301.0,231.6354153,24714.0,3434.5974006,10791.0,212.6541,62551.0,3231048.351
00 NAL,Mango,Mango,78216.0,78071.0,2241628.1917,14743.0,121.6026892,24693.0,7403.3084622,16499.0,4740.9707,49676.0,2229362.3097
00 NAL,Manzana,Manzana,24918.0,24495.0,324124.0389,1989.0,635.1613357,8371.0,2013.4731308,1980.0,594.1276,8665.0,320881.2742
00 NAL,Naranja,Naranja,153994.0,153720.0,3784111.1972,12663.0,905.873723,28086.0,12085.0916693,14819.0,558.7911,97797.0,3770561.4388
00 NAL,Nopal verdura,Nopal verdura,21586.0,20980.0,563985.5176,3163.0,12445.7415001,7451.0,20976.3981155,2803.0,3278.7929,11673.0,527284.585
00 NAL,Nuez,Nuez,21340.0,21257.0,204982.6248,4406.0,30.3307731,8338.0,931.2018183,4561.0,118.0107,14509.0,203903.0808
00 NAL,Papaya,Papaya,10983.0,10909.0,874158.8357,1293.0,489.6886567,3373.0,8439.5514146,1053.0,2029.1323,5023.0,863200.4642
00 NAL,Pasto cultivado,Pasto cultivado,111126.0,111125.0,16305345.5463,1573.0,3801.0774007,277.0,988.060859,71413.0,5336541.7779,42358.0,10964014.6302
00 NAL,Piña,Piña,18816.0,18777.0,1321597.1829,2312.0,33598.8675078,5992.0,42666.8511182,1535.0,632.1126,8778.0,1244699.3551
00 NAL,Plátano,Plátano,87991.0,87960.0,2652188.234,3016.0,13333.3055089,35543.0,87598.6502427,7282.0,31173.4074,50550.0,2520082.8684
00 NAL,Uva,Uva,3272.0,3209.0,460014.4881,952.0,51.9445931,1167.0,306.5228378,946.0,24.9677,2870.0,459631.053
01 AGS,,Aguascalientes,2921.0,1521.0,,543.0,,618.0,,1032.0,,838.0,
01 AGS,Anuales,Anuales,,,,,,,,,,,
01 AGS,Amaranto,Amaranto,,,0.0384,0.0,0.0,,0.018,0.0,0.0,,0.0204
01 AGS,Avena forrajera,Avena forrajera,753.0,753.0,86862.8517,4.0,0.5001,0.0,0.0,545.0,60573.7951,235.0,26288.5565
01 AGS,Brócoli,Brócoli,53.0,53.0,13281.2251,12.0,0.027,13.0,0.263,12.0,0.5416,51.0,13280.3935
01 AGS,Calabaza/calabacita,Calabaza/calabacita,207.0,206.0,3420.8488,31.0,1.00255,75.0,12.8014517,33.0,21.1785,152.0,3385.8662
01 AGS,Cebada grano,Cebada grano,8.0,8.0,272.4189,1.0,1.0,1.0,0.0612,5.0,140.0044,6.0,131.3533
01 AGS,Cebolla,Cebolla,144.0,144.0,31708.0815,29.0,2.90211,37.0,25.5927156,0.0,0.0,143.0,31679.5865
01 AGS,Chile,Chile,107.0,103.0,8551.7546,36.0,0.3495,48.0,2.909017,31.0,26.9089,101.0,8521.5871
01 AGS,Frijol,Frijol,3178.0,3178.0,3537.2302,1882.0,207.487324,2735.0,942.1668254,308.0,47.5419,1119.0,2340.0349
01 AGS,Jitomate (Tomate rojo),Jitomate (Tomate rojo),101.0,81.0,27039.9636,0.0,0.0,37.0,1.7449537,28.0,1.7602,79.0,27036.4583
01 AGS,Maíz forrajero,Maíz forrajero,5568.0,5568.0,1321579.1063,385.0,114.1928,2321.0,339.5205594,4481.0,729918.1454,3297.0,591207.249
01 AGS,Maíz grano amarillo,Maíz grano amarillo,195.0,195.0,4102.0158,54.0,11.2576733,52.0,42.0883875,125.0,2222.5711,59.0,1826.0986
01 AGS,Maíz grano blanco,Maíz grano blanco,9240.0,9240.0,95182.9957,4438.0,510.539002,4324.0,2373.5516718,6542.0,49389.5479,4446.0,42909.3612
01 AGS,Melón,Melón,,,1.02,,0.01,,0.01,,0.375,,0.625
01 AGS,Sandía,Sandía,4.0,4.0,613.02,1.0,0.01,1.0,0.01,1.0,10.0,3.0,603.0
01 AGS,Sorgo forrajero,Sorgo forrajero,79.0,79.0,5153.1532,4.0,0.8044,0.0,0.0,71.0,4715.1264,6.0,437.2224
01 AGS,Sorgo grano,Sorgo grano,38.0,38.0,324.6682,12.0,0.2860591,13.0,0.0889441,32.0,175.7719,15.0,148.5213
01 AGS,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),106.0,105.0,16567.3878,12.0,0.6568,5.0,0.5213333,1.0,79.0244,98.0,16487.1853
01 AGS,Trigo grano,Trigo grano,,,3.655,,3.425,,0.23,0.0,0.0,0.0,0.0
01 AGS,Perennes,Perennes,,,,,,,,,,,
01 AGS,Agave,Agave,66.0,65.0,2825.7,1.0,100.0,2.0,0.2528,2.0,4.0,7.0,2721.4472
01 AGS,Aguacate,Aguacate,44.0,44.0,460.2734,5.0,0.0005,18.0,0.75504,6.0,0.0023,30.0,459.5156
01 AGS,Alfalfa,Alfalfa,1736.0,1736.0,529003.6543,8.0,0.2790325,437.0,33.2883,1368.0,165553.068,998.0,363417.019
01 AGS,Espárrago,Espárrago,27.0,27.0,773.6245,0.0,0.0,0.0,0.0,0.0,0.0,27.0,773.6245
01 AGS,Fresa,Fresa,25.0,10.0,1177.3516,0.0,0.0,1.0,0.01,0.0,0.0,10.0,1177.3416
01 AGS,Guayaba,Guayaba,880.0,875.0,39436.8932,2.0,0.1073,447.0,13.1136137,411.0,381.306,820.0,39042.3662
01 AGS,Limón,Limón,193.0,191.0,1224.6628,43.0,0.0126,62.0,2.0577,18.0,0.002,81.0,1222.5905
01 AGS,Mango,Mango,,,0.003,0.0,0.0,,0.003,0.0,0.0,0.0,0.0
01 AGS,Manzana,Manzana,24.0,24.0,376.2024,0.0,0.0,17.0,3.2528,0.0,0.0,8.0,372.9496
01 AGS,Naranja,Naranja,10.0,10.0,1701.1336,1.0,0.0015,4.0,1.1085,0.0,0.0,3.0,1700.0236
01 AGS,Nopal verdura,Nopal verdura,393.0,393.0,21501.2113,152.0,1.5473,181.0,34.5468,189.0,689.093,348.0,20776.0242
01 AGS,Nuez,Nuez,67.0,67.0,1243.0397,19.0,0.0273,38.0,8.2056,19.0,0.1405,41.0,1234.6663
01 AGS,Papaya,Papaya,,,0.001,0.0,0.0,,0.001,0.0,0.0,0.0,0.0
01 AGS,Pasto cultivado,Pasto cultivado,358.0,358.0,27980.4232,3.0,14.002,1.0,0.5,292.0,17408.1852,115.0,10557.736
01 AGS,Piña,Piña,,,0.005,0.0,0.0,,0.005,0.0,0.0,0.0,0.0
01 AGS,Uva,Uva,333.0,332.0,13514.568,87.0,4.1037,104.0,16.2055227,85.0,0.1547,316.0,13494.1041
02 BCN,,Baja California,2437.0,1117.0,,501.0,,520.0,,498.0,,949.0,
02 BCN,Anuales,Anuales,,,,,,,,,,,
02 BCN,Algodón,Algodón,533.0,533.0,74027.6027,317.0,3.349,0.0,0.0,0.0,0.0,514.0,74024.2537
02 BCN,Amaranto,Amaranto,,,2.6784,0.0,0.0,0.0,0.0,0.0,0.0,,2.6784
02 BCN,Avena forrajera,Avena forrajera,425.0,425.0,273922.0777,18.0,52.8370016,1.0,0.02,214.0,31434.7905,258.0,242434.4302
02 BCN,Brócoli,Brócoli,69.0,69.0,22886.1866,32.0,0.7044,31.0,2.6037,31.0,6.0825,66.0,22876.796
02 BCN,Calabaza/calabacita,Calabaza/calabacita,279.0,263.0,9760.0865,31.0,1.0695565,90.0,7.7905104,74.0,103.9777,250.0,9647.2487
02 BCN,Cebada grano,Cebada grano,27.0,27.0,276.2916,7.0,20.3670579,5.0,0.2382901,7.0,43.3212,10.0,212.3651
02 BCN,Cebolla,Cebolla,320.0,317.0,153984.4205,104.0,3.0270024,116.0,46.0495461,55.0,2.5887,310.0,153932.7548
02 BCN,Chile,Chile,151.0,140.0,40379.1619,0.0,0.0,54.0,2.3723,3.0,40.4097,131.0,40336.3799
02 BCN,Frijol,Frijol,8.0,8.0,49.9183,2.0,2.08975,3.0,5.28975,0.0,0.0,5.0,42.5388
02 BCN,Jitomate (Tomate rojo),Jitomate (Tomate rojo),130.0,91.0,33670.1307,9.0,0.0754,45.0,7.4988727,37.0,14.2293,85.0,33648.3271
02 BCN,Maíz forrajero,Maíz forrajero,48.0,48.0,55960.3488,2.0,0.45,0.0,0.0,18.0,13683.7426,28.0,42276.1562
02 BCN,Maíz grano amarillo,Maíz grano amarillo,12.0,12.0,5093.4312,5.0,0.0669,6.0,6.6822,6.0,1477.3635,12.0,3609.3186
02 BCN,Maíz grano blanco,Maíz grano blanco,96.0,96.0,15065.3798,79.0,59.800661,81.0,70.7177122,82.0,2235.5309,88.0,12699.3305
02 BCN,Melón,Melón,33.0,33.0,2339.4101,7.0,2.1703,13.0,4.28,7.0,1.8086,28.0,2331.1512
02 BCN,Papa,Papa,,,3923.516,,630.879,0.0,0.0,0.0,0.0,,3292.637
02 BCN,Sandía,Sandía,55.0,55.0,4621.3148,10.0,0.7048,18.0,77.4982,10.0,5.41,46.0,4537.7018
02 BCN,Sorgo forrajero,Sorgo forrajero,274.0,274.0,167593.4024,0.0,0.0,0.0,0.0,196.0,20469.5846,226.0,147123.8178
02 BCN,Sorgo grano,Sorgo grano,8.0,8.0,483.4033,4.0,1.028,4.0,0.1354,4.0,15.1305,8.0,467.1094
02 BCN,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),123.0,119.0,28966.639,5.0,0.0504,55.0,0.9680201,34.0,89.7632,110.0,28875.8574
02 BCN,Trigo grano,Trigo grano,1942.0,1942.0,286670.0898,1216.0,1550.0941,1189.0,15.8954,1237.0,1821.5281,1918.0,283282.5722
02 BCN,Perennes,Perennes,,,,,,,,,,,
02 BCN,Aguacate,Aguacate,11.0,11.0,25.2328,0.0,0.0,2.0,1.08,0.0,0.0,3.0,24.1528
02 BCN,Alfalfa,Alfalfa,1721.0,1721.0,3405087.6338,5.0,11.5009,992.0,91.3867,1257.0,190455.3719,1601.0,3214529.3743
02 BCN,Caña de azúcar,Caña de azúcar,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02 BCN,Espárrago,Espárrago,52.0,52.0,26683.5468,0.0,0.0,41.0,0.1456,0.0,0.0,52.0,26683.4012
02 BCN,Fresa,Fresa,112.0,99.0,83349.2954,0.0,0.0,48.0,2.3263,44.0,48.5855,97.0,83298.3836
02 BCN,Guayaba,Guayaba,10.0,10.0,2.7403,0.0,0.0,5.0,1.0343,0.0,0.0,2.0,1.706
02 BCN,Limón,Limón,85.0,83.0,1799.219,7.0,1.5112,18.0,7.4105978,4.0,0.0023,38.0,1790.2949
02 BCN,Mango,Mango,,,0.1193,0.0,0.0,,0.1193,0.0,0.0,0.0,0.0
02 BCN,Manzana,Manzana,,,171.8515,,0.1566,,0.3766,,2.1783,,169.14
02 BCN,Naranja,Naranja,88.0,87.0,2327.8355,0.0,0.0,32.0,12.0635,0.0,0.0,50.0,2315.772
02 BCN,Nopal verdura,Nopal verdura,82.0,82.0,5247.7691,16.0,42.9891,32.0,4.0003,15.0,2.0387,74.0,5198.741
02 BCN,Nuez,Nuez,,,3.5395,0.0,0.0,,0.815,0.0,0.0,,2.7245
02 BCN,Pasto cultivado,Pasto cultivado,350.0,350.0,98089.6471,6.0,24.4469565,1.0,7.6526,262.0,22015.1356,210.0,76042.412
02 BCN,Uva,Uva,381.0,380.0,24700.4125,112.0,1.9213,148.0,63.9005203,116.0,4.2801,330.0,24630.3106
03 BCS,,Baja California Sur,2885.0,483.0,,110.0,,206.0,,163.0,,430.0,
03 BCS,Anuales,Anuales,,,,,,,,,,,
03 BCS,Avena forrajera,Avena forrajera,10.0,10.0,1666.87,1.0,1.0823,0.0,0.0,8.0,1352.8877,4.0,312.9
03 BCS,Brócoli,Brócoli,9.0,9.0,40.2423,2.0,0.0010051,3.0,0.0106424,2.0,0.0209,8.0,40.2098
03 BCS,Calabaza/calabacita,Calabaza/calabacita,93.0,88.0,802.5548,21.0,0.5089089,49.0,9.2320286,17.0,4.1402,75.0,788.6736
03 BCS,Cebolla,Cebolla,113.0,112.0,5594.3605,18.0,1.237,66.0,25.5016083,6.0,0.6188,104.0,5567.0031
03 BCS,Chile,Chile,202.0,187.0,18948.4803,31.0,0.0538594,82.0,8.5793967,35.0,25.5267,180.0,18914.3203
03 BCS,Frijol,Frijol,100.0,100.0,343.9575,40.0,14.819331,69.0,21.058169,3.0,1.2758,73.0,306.8042
03 BCS,Jitomate (Tomate rojo),Jitomate (Tomate rojo),256.0,236.0,88227.8796,19.0,0.2153965,100.0,34.8917229,30.0,37.5126,218.0,88155.2601
03 BCS,Maíz forrajero,Maíz forrajero,91.0,91.0,12783.007,5.0,0.77,0.0,0.0,74.0,5145.1988,17.0,7637.0382
03 BCS,Maíz grano amarillo,Maíz grano amarillo,14.0,14.0,249.0742,4.0,0.3106,4.0,0.4252959,10.0,123.6909,4.0,124.6474
03 BCS,Maíz grano blanco,Maíz grano blanco,194.0,194.0,31233.9345,109.0,151.9208,111.0,79.9998784,139.0,5780.1522,178.0,25221.8616
03 BCS,Melón,Melón,25.0,25.0,3570.9459,1.0,0.0021,18.0,6.6925,7.0,96.7023,21.0,3467.549
03 BCS,Papa,Papa,23.0,23.0,60137.2795,17.0,3660.6902,18.0,0.7490443,12.0,9.0839,22.0,56466.7563
03 BCS,Sandía,Sandía,50.0,50.0,969.6218,5.0,0.06766,26.0,10.9742565,10.0,57.6659,43.0,900.914
03 BCS,Sorgo forrajero,Sorgo forrajero,79.0,79.0,9427.9705,3.0,1.0299762,0.0,0.0,69.0,6402.9165,13.0,3024.024
03 BCS,Sorgo grano,Sorgo grano,19.0,19.0,773.6212,7.0,3.5925373,7.0,0.7250062,17.0,184.1892,9.0,585.1146
03 BCS,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),46.0,45.0,4072.318,7.0,5.7504,17.0,1.8232,0.0,0.0,42.0,4064.7444
03 BCS,Trigo grano,Trigo grano,167.0,167.0,24130.7526,92.0,155.6245995,80.0,4.9376904,86.0,207.1132,167.0,23763.0773
03 BCS,Perennes,Perennes,,,,,,,,,,,
03 BCS,Aguacate,Aguacate,82.0,81.0,238.2077,4.0,0.0159,47.0,34.1329451,8.0,5.3013,46.0,198.7576
03 BCS,Alfalfa,Alfalfa,457.0,457.0,697388.6022,3.0,0.7022,0.0,0.0,352.0,123755.3532,345.0,573632.5468
03 BCS,Café,Café,,,0.612,0.0,0.0,,0.612,0.0,0.0,0.0,0.0
03 BCS,Caña de azúcar,Caña de azúcar,17.0,17.0,280.232,8.0,0.2029,10.0,0.6223,11.0,49.4285,12.0,229.9783
03 BCS,Coco,Coco,7.0,7.0,95.8,0.0,0.0,1.0,0.3,0.0,0.0,3.0,95.5
03 BCS,Espárrago,Espárrago,104.0,104.0,57377.0707,68.0,1.6393,21.0,0.028,0.0,0.0,102.0,57375.4034
03 BCS,Fresa,Fresa,17.0,16.0,25811.3133,0.0,0.0,8.0,0.2799,0.0,0.0,16.0,25811.0334
03 BCS,Guayaba,Guayaba,41.0,40.0,27.4116,1.0,0.0004615,27.0,10.9520135,4.0,5.9663,9.0,10.4928
03 BCS,Limón,Limón,50.0,50.0,799.7107,5.0,0.0287757,26.0,5.1803288,4.0,0.006,22.0,794.4955
03 BCS,Mango,Mango,385.0,384.0,5643.1879,73.0,0.0685,194.0,74.1198656,114.0,187.3754,309.0,5381.624
03 BCS,Manzana,Manzana,,,0.16,0.0,0.0,0.0,0.0,0.0,0.0,,0.16
03 BCS,Naranja,Naranja,209.0,209.0,40216.2292,0.0,0.0,84.0,34.663055,19.0,2.3116,177.0,40179.2545
03 BCS,Nopal verdura,Nopal verdura,11.0,11.0,2505.13,2.0,2455.206701,1.0,0.48,2.0,10.421,9.0,39.0223
03 BCS,Nuez,Nuez,,,1.0,0.0,0.0,,0.1,,0.5,,0.4
03 BCS,Papaya,Papaya,12.0,11.0,45.0633,0.0,0.0,4.0,0.9023667,0.0,0.0,6.0,44.1609
03 BCS,Pasto cultivado,Pasto cultivado,23.0,23.0,434.698,1.0,19.3311,0.0,0.0,12.0,292.2923,4.0,123.0746
03 BCS,Plátano,Plátano,11.0,11.0,472.1203,0.0,0.0,5.0,4.7839,3.0,166.2814,3.0,301.055
03 BCS,Uva,Uva,14.0,13.0,135.078,3.0,0.0402364,10.0,1.3036976,3.0,0.0094,11.0,133.7247
04 CAM,,Campeche,10425.0,1172.0,,186.0,,358.0,,160.0,,560.0,
04 CAM,Anuales,Anuales,,,,,,,,,,,
04 CAM,Amaranto,Amaranto,,,21.0816,,0.3037,,0.1,,0.0724,,20.6055
04 CAM,Arroz,Arroz,107.0,107.0,51388.8786,67.0,47.8961144,79.0,37.508827,49.0,71.3665,48.0,51232.1072
04 CAM,Calabaza/calabacita,Calabaza/calabacita,6339.0,6335.0,5156.2417,3663.0,158.6648615,1961.0,274.4244371,398.0,87.0446,4469.0,4636.1076
04 CAM,Cebolla,Cebolla,24.0,21.0,27.1654,0.0,0.0,3.0,0.1024,0.0,0.0,17.0,27.063
04 CAM,Chile,Chile,1153.0,1143.0,8904.9526,576.0,64.4167524,348.0,10.8961538,1.0,0.24,922.0,8829.3997
04 CAM,Frijol,Frijol,2673.0,2673.0,700.8542,1109.0,20.7989579,1714.0,282.406474,116.0,8.5338,835.0,389.115
04 CAM,Jitomate (Tomate rojo),Jitomate (Tomate rojo),277.0,272.0,20646.0111,51.0,0.4287791,184.0,9.8482417,156.0,31.9924,245.0,20603.7417
04 CAM,Maíz forrajero,Maíz forrajero,2100.0,2100.0,133640.7806,899.0,81.3203317,1485.0,1490.653086,1106.0,40935.6085,620.0,91133.1985
04 CAM,Maíz grano amarillo,Maíz grano amarillo,3640.0,3640.0,43364.6474,1548.0,104.7739524,2579.0,3043.5936413,1774.0,5035.1864,1530.0,35181.0929
04 CAM,Maíz grano blanco,Maíz grano blanco,30251.0,30251.0,287323.0593,13593.0,1017.167583,24172.0,29267.7544505,14031.0,24311.85,14801.0,232726.2916
04 CAM,Melón,Melón,78.0,77.0,148.9358,19.0,0.4708408,47.0,58.1200161,8.0,3.4588,31.0,86.8861
04 CAM,Sandía,Sandía,284.0,282.0,20625.8926,98.0,2.6679407,181.0,321.6948673,78.0,12.4561,165.0,20289.0736
04 CAM,Sorgo forrajero,Sorgo forrajero,46.0,46.0,5355.7824,1.0,0.01,0.0,0.0,28.0,499.5923,26.0,4856.1801
04 CAM,Sorgo grano,Sorgo grano,949.0,949.0,43875.4574,234.0,31.6968827,236.0,69.2867097,409.0,1996.3153,845.0,41778.1583
04 CAM,Soya,Soya,1924.0,1924.0,64502.0186,395.0,330.9261018,326.0,97.2505175,400.0,264.1659,1785.0,63809.6739
04 CAM,Tomate de cascara (tomatillo),Tomate de cascara (tomatillo),,,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,1.5
04 CAM,Trigo grano,Trigo grano,7.0,7.0,136.2018,7.0,1.9852,7.0,0.1117,7.0,0.6139,7.0,133.491
04 CAM,Perennes,Perennes,,,,,,,,,,,
04 CAM,Agave,Agave,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
04 CAM,Aguacate,Aguacate,4225.0,4216.0,2024.181,29.0,1.8134317,308.0,344.8459746,65.0,7.6548,324.0,1669.8668
04 CAM,Alfalfa,Alfalfa,,,12922.5,0.0,0.0,0.0,0.0,,12922.5,0.0,0.0
04 CAM,Cacao,Cacao,58.0,58.0,0.9892,1.0,0.0012,3.0,0.0606,1.0,0.0006,3.0,0.9268
04 CAM,Café,Café,32.0,31.0,0.15,1.0,0.002,1.0,0.1,1.0,0.008,1.0,0.04
04 CAM,Caña de azúcar,Caña de azúcar,2510.0,2510.0,1341821.6993,624.0,2906.0269698,615.0,212.7961441,670.0,1958.8775,2303.0,1336743.9984
04 CAM,Coco,Coco,1553.0,1551.0,961.7646,33.0,5.5824711,176.0,242.517623,26.0,7.8152,146.0,705.8494
04 CAM,Guayaba,Guayaba,1545.0,1537.0,92.8048,14.0,0.2144903,98.0,9.540765,18.0,4.1144,71.0,78.9352
04 CAM,Limón,Limón,6855.0,6842.0,13836.3971,156.0,0.6003778,486.0,70.0127435,88.0,5.9206,800.0,13759.8634
04 CAM,Mango,Mango,4265.0,4255.0,12633.3689,47.0,1.9309229,527.0,192.1447085,91.0,57.5583,575.0,12381.735
04 CAM,Naranja,Naranja,7582.0,7558.0,8461.2032,136.0,2.2465862,419.0,603.3090008,106.0,11.1951,595.0,7844.4526
04 CAM,Nopal verdura,Nopal verdura,294.0,293.0,218.8508,2.0,0.04,47.0,28.4311028,4.0,0.6213,27.0,189.7584
04 CAM,Nuez,Nuez,742.0,739.0,83.5666,5.0,0.011523,66.0,7.0465795,8.0,0.0183,74.0,76.49
04 CAM,Papaya,Papaya,396.0,394.0,16179.2028,21.0,2.8436811,60.0,19.3835954,5.0,2.8666,89.0,16154.109
04 CAM,Pasto cultivado,Pasto cultivado,1208.0,1207.0,91320.7946,13.0,49.703,1.0,172.0,342.0,35880.3035,159.0,55218.7881
04 CAM,Piña,Piña,885.0,884.0,5942.115,20.0,8.7967,85.0,95.1565558,14.0,0.0929,66.0,5838.0688
04 CAM,Plátano,Plátano,2218.0,2218.0,7303.4143,40.0,2.3805472,412.0,2644.4074821,63.0,46.7042,320.0,4609.9218
05 COA,,Coahuila de Zaragoza,6425.0,2656.0,,1302.0,,1537.0,,1514.0,,1382.0,
05 COA,Anuales,Anuales,,,,,,,,,,,
05 COA,Algodón,Algodón,1680.0,1680.0,68086.1043,630.0,3.402859,1.0,0.014,629.0,142.395,1668.0,67940.2925
05 COA,Avena forrajera,Avena forrajera,2610.0,2610.0,251523.0942,114.0,173.3078823,20.0,18.5449,1442.0,179718.209,588.0,71613.0324
05 COA,Brócoli,Brócoli,7.0,7.0,1453.6624,3.0,0.0196,3.0,0.1894,3.0,0.3915,6.0,1453.0619
05 COA,Calabaza/calabacita,Calabaza/calabacita,372.0,369.0,1018.5566,95.0,3.5916535,173.0,87.535853,62.0,44.5251,148.0,882.9039
05 COA,Cebada grano,Cebada grano,33.0,33.0,220.2398,12.0,8.421,6.0,0.9651,23.0,81.9,8.0,128.9537
05 COA,Cebolla,Cebolla,44.0,43.0,11273.8178,11.0,0.0583,21.0,1.7061356,9.0,1.0197,33.0,11271.0337
